run_id,day,event,content,mental_state,personality,seed,condition,run_type
sanity_52_baseline_seed42,313,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,313,training,"Agent_c887d trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,314,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,314,intent,Agent_b6137 is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,314,training,"Agent_93bd4 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,314,training,"Agent_e8cbc trained in the village: +1 health, +1 attack, +1 defense.",calm,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,314,training,"Agent_074b3 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,314,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,314,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,314,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,315,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,315,training,"Agent_39fea trained in the village: +2 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,315,training,"Agent_b6137 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,315,training,"Agent_e8cbc trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,315,training,"Agent_074b3 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,315,rest,Agent_c887d took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,315,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,315,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,316,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,316,training,"Agent_39fea trained in the village: +1 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,316,training,"Agent_b6137 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,316,rest,Agent_93bd4 took time to rest and feels more at peace.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,316,training,"Agent_e8cbc trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,316,training,"Agent_074b3 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,316,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,316,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,316,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,317,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,317,training,"Agent_b6137 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,317,intent,Agent_93bd4 is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,317,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,317,training,"Agent_074b3 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,317,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,317,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,318,training,"Agent_39fea trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,318,training,"Agent_b6137 trained in the village: +1 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,318,intent,Agent_93bd4 is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,318,training,"Agent_074b3 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,318,training,"Agent_c887d trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,318,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,318,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,319,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,319,training,"Agent_39fea trained in the village: +2 health, +0 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,319,intent,Agent_b6137 is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,319,rest,Agent_93bd4 took time to rest and feels more at peace.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,319,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,319,training,"Agent_074b3 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,319,training,"Agent_c887d trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,319,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,319,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,320,training,"Agent_39fea trained in the village: +2 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,320,training,"Agent_b6137 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,320,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,320,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,320,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,320,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,320,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,321,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,321,training,"Agent_39fea trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,321,rest,Agent_93bd4 took time to rest and feels more at peace.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,321,training,"Agent_e8cbc trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,321,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,321,training,"Agent_c887d trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,321,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,321,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,322,intent,Agent_2c1c9 is preparing to fight the Entity.,afraid,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,322,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,322,training,"Agent_b6137 trained in the village: +1 health, +0 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,322,training,"Agent_93bd4 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,322,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,322,training,"Agent_074b3 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,322,training,"Agent_c887d trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,322,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,322,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,323,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,323,training,"Agent_39fea trained in the village: +1 health, +1 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,323,intent,Agent_b6137 is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,323,rest,Agent_e8cbc took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,323,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,323,training,"Agent_c887d trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,323,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,323,rest,Agent_fc68c took time to rest and feels more at peace.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,324,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,324,training,"Agent_39fea trained in the village: +1 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,324,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,324,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,324,training,"Agent_c887d trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,324,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,324,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,325,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,325,training,"Agent_39fea trained in the village: +1 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,325,training,"Agent_b6137 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,325,training,"Agent_e8cbc trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,325,rest,Agent_074b3 took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,325,training,"Agent_e6458 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,326,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,326,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,326,intent,Agent_93bd4 is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,326,training,"Agent_074b3 trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,326,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,326,rest,Agent_e6458 took time to rest and feels more at peace.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,326,rest,Agent_fc68c took time to rest and feels more at peace.,determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,327,training,"Agent_2c1c9 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,327,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,327,intent,Agent_93bd4 is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,327,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,327,training,"Agent_074b3 trained in the village: +1 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,327,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,327,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,328,training,"Agent_2c1c9 trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,328,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,328,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,328,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,328,rest,Agent_074b3 took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,328,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,328,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,328,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,329,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,329,intent,Agent_93bd4 is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,329,training,"Agent_e8cbc trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,329,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,329,training,"Agent_c887d trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,329,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,329,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,330,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,330,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,330,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,330,training,"Agent_e8cbc trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,330,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,330,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,330,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,330,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,331,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,331,training,"Agent_39fea trained in the village: +1 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,331,training,"Agent_93bd4 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,331,training,"Agent_e8cbc trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,331,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,331,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,331,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,332,training,"Agent_2c1c9 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,332,intent,Agent_b6137 is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,332,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,332,training,"Agent_c887d trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,332,training,"Agent_e6458 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,332,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,333,rest,Agent_2c1c9 took time to rest and feels more at peace.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,333,rest,Agent_39fea took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,333,training,"Agent_93bd4 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,333,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,333,training,"Agent_e6458 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,333,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,334,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,334,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,334,rest,Agent_e8cbc took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,334,training,"Agent_c887d trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,334,training,"Agent_e6458 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,334,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,335,training,"Agent_39fea trained in the village: +2 health, +0 attack, +0 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,335,intent,Agent_b6137 is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,335,rest,Agent_93bd4 took time to rest and feels more at peace.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,335,training,"Agent_e8cbc trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,335,training,"Agent_074b3 trained in the village: +2 health, +1 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,335,training,"Agent_e6458 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,335,training,"Agent_fc68c trained in the village: +1 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,336,training,"Agent_2c1c9 trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,336,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,336,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,336,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,336,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,336,training,"Agent_c887d trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,336,training,"Agent_e6458 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,336,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,337,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,337,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,337,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,337,training,"Agent_93bd4 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,337,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,337,training,"Agent_074b3 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,337,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,337,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,338,intent,Agent_2c1c9 is preparing to fight the Entity.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,338,intent,Agent_39fea is preparing to fight the Entity.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,338,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,338,training,"Agent_93bd4 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,338,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,338,rest,Agent_074b3 took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,338,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,338,training,"Agent_e6458 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,338,training,"Agent_fc68c trained in the village: +1 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,339,training,"Agent_2c1c9 trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,339,rest,Agent_39fea took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,339,training,"Agent_b6137 trained in the village: +1 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,339,rest,Agent_93bd4 took time to rest and feels more at peace.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,339,intent,Agent_e8cbc is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,339,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,339,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,training,"Agent_2c1c9 trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,340,training,"Agent_39fea trained in the village: +2 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,rest,Agent_b6137 took time to rest and feels more at peace.,determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,intent,Agent_93bd4 is preparing to fight the Entity.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,340,training,"Agent_e8cbc trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,training,"Agent_074b3 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,340,training,"Agent_fc68c trained in the village: +2 health, +1 attack, +0 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,341,rest,Agent_2c1c9 took time to rest and feels more at peace.,determined,aggressive,42,baseline,sanity_52
sanity_52_baseline_seed42,341,training,"Agent_39fea trained in the village: +2 health, +1 attack, +1 defense.",determined,curious,42,baseline,sanity_52
sanity_52_baseline_seed42,341,rest,Agent_93bd4 took time to rest and feels more at peace.,hopeful,empathetic,42,baseline,sanity_52
sanity_52_baseline_seed42,341,rest,Agent_e8cbc took time to rest and feels more at peace.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,341,intent,Agent_074b3 is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,341,intent,Agent_c887d is preparing to fight the Entity.,determined,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,341,intent,Agent_e6458 is preparing to fight the Entity.,hopeful,cautious,42,baseline,sanity_52
sanity_52_baseline_seed42,341,training,"Agent_fc68c trained in the village: +2 health, +0 attack, +1 defense.",determined,brave,42,baseline,sanity_52
sanity_52_baseline_seed42,342,training,"Agent_2c1c9 trained in the village: +1 health, +1 attack, +0 defense.",determined,aggressive,42,baseline,sanity_52
